model,triplet_id,domain,concept,layer,dist_asym,dist_lit,dist_sym,dist_scram
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),7,0.010739505,0.00029855967,0.0041877627,0.01054287
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),8,0.011768997,0.0003864169,0.0049785376,0.012925684
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),9,0.015297413,0.0005476475,0.0065081716,0.015622079
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),10,0.020196676,0.0007406473,0.008328259,0.021593094
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),11,0.025199473,0.001098156,0.0099826455,0.026784778
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),12,0.033781707,0.0012674928,0.011626661,0.032690406
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),13,0.040480554,0.0016079545,0.015548825,0.039492488
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),14,0.057401538,0.0021095276,0.020025313,0.05359173
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),15,0.07505751,0.002788663,0.026146531,0.07082564
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),16,0.12329334,0.0039931536,0.03664285,0.11734408
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),17,0.1508953,0.0050196648,0.0466823,0.14753819
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),18,0.21755594,0.007719457,0.07969314,0.21087635
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),19,0.30361688,0.010622442,0.11500001,0.28607064
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),20,0.32871306,0.013738036,0.21656442,0.30613244
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),21,0.4077736,0.014924586,0.25067472,0.38476247
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),22,0.5218522,0.018948853,0.36061716,0.49253666
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),23,0.6861534,0.017412245,0.42391676,0.6710264
Qwen-1.8B,11,Social Space,Meiwaku (迷惑),24,1.0979621,0.033575416,0.7377534,1.1469945
Qwen-1.8B,12,Social Space,Enryo (遠慮),0,0.8426658,0.14602757,0.6268644,0.8426658
Qwen-1.8B,12,Social Space,Enryo (遠慮),1,0.44314522,0.046120822,0.26186383,0.43295205
Qwen-1.8B,12,Social Space,Enryo (遠慮),2,0.17239445,0.01082629,0.06947392,0.18381375
Qwen-1.8B,12,Social Space,Enryo (遠慮),3,0.15557915,0.008647203,0.043781817,0.15618914
Qwen-1.8B,12,Social Space,Enryo (遠慮),4,0.100317895,0.009419143,0.03644687,0.10105449
Qwen-1.8B,12,Social Space,Enryo (遠慮),5,0.098243,0.013261616,0.045261323,0.10067326
Qwen-1.8B,12,Social Space,Enryo (遠慮),6,0.11260271,0.023931444,0.06342161,0.12033886
Qwen-1.8B,12,Social Space,Enryo (遠慮),7,0.007949173,0.00059753656,0.0032775402,0.009420276
Qwen-1.8B,12,Social Space,Enryo (遠慮),8,0.008882642,0.00078451633,0.0038878918,0.01082921
Qwen-1.8B,12,Social Space,Enryo (遠慮),9,0.010501981,0.0010077953,0.005254388,0.011997998
Qwen-1.8B,12,Social Space,Enryo (遠慮),10,0.013351917,0.0013508201,0.0065432787,0.015658319
Qwen-1.8B,12,Social Space,Enryo (遠慮),11,0.016903043,0.0018591881,0.008055508,0.01911676
Qwen-1.8B,12,Social Space,Enryo (遠慮),12,0.021432221,0.0021402836,0.010248005,0.024918437
Qwen-1.8B,12,Social Space,Enryo (遠慮),13,0.026890337,0.0029547215,0.013513565,0.029922605
Qwen-1.8B,12,Social Space,Enryo (遠慮),14,0.038742363,0.0038881302,0.01779598,0.04103315
Qwen-1.8B,12,Social Space,Enryo (遠慮),15,0.053954422,0.005277157,0.024476767,0.058394134
Qwen-1.8B,12,Social Space,Enryo (遠慮),16,0.093263745,0.0075035095,0.037550747,0.102390826
Qwen-1.8B,12,Social Space,Enryo (遠慮),17,0.1241585,0.009525716,0.0499171,0.13755381
Qwen-1.8B,12,Social Space,Enryo (遠慮),18,0.18692929,0.013485134,0.08608693,0.20144892
Qwen-1.8B,12,Social Space,Enryo (遠慮),19,0.2785138,0.018011391,0.12301719,0.2682649
Qwen-1.8B,12,Social Space,Enryo (遠慮),20,0.30157346,0.02234435,0.22331381,0.2870264
Qwen-1.8B,12,Social Space,Enryo (遠慮),21,0.38407785,0.02294743,0.25680828,0.36960626
Qwen-1.8B,12,Social Space,Enryo (遠慮),22,0.52611196,0.031790078,0.36598516,0.48461723
Qwen-1.8B,12,Social Space,Enryo (遠慮),23,0.69765705,0.03498161,0.43205315,0.7001742
Qwen-1.8B,12,Social Space,Enryo (遠慮),24,1.0870371,0.055416286,0.6973181,1.190136
Qwen-1.8B,13,Existential,Ganbaru (頑張る),0,0.8717854,0.08520937,0.5745734,0.8717854
Qwen-1.8B,13,Existential,Ganbaru (頑張る),1,0.5623453,0.08618045,0.3096643,0.5528898
Qwen-1.8B,13,Existential,Ganbaru (頑張る),2,0.1895119,0.013141155,0.06599742,0.18770659
Qwen-1.8B,13,Existential,Ganbaru (頑張る),3,0.20117188,0.0099231005,0.05625391,0.20312786
Qwen-1.8B,13,Existential,Ganbaru (頑張る),4,0.13675123,0.008118749,0.046790123,0.14185661
Qwen-1.8B,13,Existential,Ganbaru (頑張る),5,0.13082659,0.009140551,0.05494517,0.13177162
Qwen-1.8B,13,Existential,Ganbaru (頑張る),6,0.14121175,0.014840305,0.06619412,0.14833194
Qwen-1.8B,13,Existential,Ganbaru (頑張る),7,0.020855308,0.00041401386,0.0050696135,0.019882143
Qwen-1.8B,13,Existential,Ganbaru (頑張る),8,0.025352538,0.00048202276,0.005014777,0.023350418
Qwen-1.8B,13,Existential,Ganbaru (頑張る),9,0.031503797,0.00068610907,0.006431818,0.030561864
Qwen-1.8B,13,Existential,Ganbaru (頑張る),10,0.038483918,0.00083220005,0.0075341463,0.042235374
Qwen-1.8B,13,Existential,Ganbaru (頑張る),11,0.045686007,0.0010617971,0.008400857,0.05138606
Qwen-1.8B,13,Existential,Ganbaru (頑張る),12,0.05732286,0.00133425,0.009733617,0.064720154
Qwen-1.8B,13,Existential,Ganbaru (頑張る),13,0.06900215,0.0018314123,0.014489055,0.07960236
Qwen-1.8B,13,Existential,Ganbaru (頑張る),14,0.09160149,0.0024863482,0.01818502,0.10579121
Qwen-1.8B,13,Existential,Ganbaru (頑張る),15,0.12094724,0.0034407377,0.025530577,0.1441856
Qwen-1.8B,13,Existential,Ganbaru (頑張る),16,0.18565184,0.0050427318,0.036745965,0.2087779
Qwen-1.8B,13,Existential,Ganbaru (頑張る),17,0.22376901,0.006521702,0.04811144,0.25262666
Qwen-1.8B,13,Existential,Ganbaru (頑張る),18,0.29557025,0.008394659,0.08553052,0.32888472
Qwen-1.8B,13,Existential,Ganbaru (頑張る),19,0.35859072,0.011637151,0.12861055,0.38236493
Qwen-1.8B,13,Existential,Ganbaru (頑張る),20,0.380566,0.014433622,0.2282536,0.4002928
Qwen-1.8B,13,Existential,Ganbaru (頑張る),21,0.43034732,0.015285075,0.27096534,0.4403993
Qwen-1.8B,13,Existential,Ganbaru (頑張る),22,0.5171391,0.019674242,0.39387256,0.5292226
Qwen-1.8B,13,Existential,Ganbaru (頑張る),23,0.6657609,0.02087748,0.47416282,0.7042439
Qwen-1.8B,13,Existential,Ganbaru (頑張る),24,1.0691811,0.023528874,0.73540074,1.1421402
Qwen-1.8B,14,Existential,Ikigai (生きがい),0,0.854525,0.08214539,0.56453776,0.854525
Qwen-1.8B,14,Existential,Ikigai (生きがい),1,0.40038854,0.025787473,0.16562778,0.37039673
Qwen-1.8B,14,Existential,Ikigai (生きがい),2,0.19835395,0.008367181,0.06464839,0.16596878
Qwen-1.8B,14,Existential,Ikigai (生きがい),3,0.17458433,0.007276356,0.063456476,0.18148893
Qwen-1.8B,14,Existential,Ikigai (生きがい),4,0.121344686,0.0075167418,0.063899755,0.12533963
Qwen-1.8B,14,Existential,Ikigai (生きがい),5,0.115198314,0.008579016,0.07720387,0.11752206
Qwen-1.8B,14,Existential,Ikigai (生きがい),6,0.1303773,0.011404514,0.08621454,0.13300025
Qwen-1.8B,14,Existential,Ikigai (生きがい),7,0.0120328665,0.00022774935,0.009219229,0.013391554
Qwen-1.8B,14,Existential,Ikigai (生きがい),8,0.013537705,0.0002655983,0.009676099,0.014867246
Qwen-1.8B,14,Existential,Ikigai (生きがい),9,0.015460134,0.00033211708,0.01219815,0.018017828
Qwen-1.8B,14,Existential,Ikigai (生きがい),10,0.019245923,0.00040858984,0.015344918,0.023738265
Qwen-1.8B,14,Existential,Ikigai (生きがい),11,0.022805154,0.0005068779,0.016689956,0.02864945
Qwen-1.8B,14,Existential,Ikigai (生きがい),12,0.028589785,0.00062942505,0.019070148,0.034843802
Qwen-1.8B,14,Existential,Ikigai (生きがい),13,0.035884023,0.00087845325,0.025397241,0.043359935
Qwen-1.8B,14,Existential,Ikigai (生きがい),14,0.05152625,0.001106143,0.032675445,0.061427474
Qwen-1.8B,14,Existential,Ikigai (生きがい),15,0.070349514,0.0015090108,0.04255253,0.085071325
Qwen-1.8B,14,Existential,Ikigai (生きがい),16,0.11966151,0.002333045,0.060471892,0.146757
Qwen-1.8B,14,Existential,Ikigai (生きがい),17,0.14928138,0.0030320883,0.07768524,0.18286842
Qwen-1.8B,14,Existential,Ikigai (生きがい),18,0.2108584,0.003778696,0.12596297,0.24782526
Qwen-1.8B,14,Existential,Ikigai (生きがい),19,0.28480303,0.0046599507,0.18016142,0.31758457
Qwen-1.8B,14,Existential,Ikigai (生きがい),20,0.31052864,0.005464494,0.32066536,0.34117866
Qwen-1.8B,14,Existential,Ikigai (生きがい),21,0.38628906,0.005337298,0.34628415,0.40797806
Qwen-1.8B,14,Existential,Ikigai (生きがい),22,0.490516,0.0070047975,0.4743752,0.5072057
Qwen-1.8B,14,Existential,Ikigai (生きがい),23,0.66769093,0.0073542595,0.51299334,0.6869563
Qwen-1.8B,14,Existential,Ikigai (生きがい),24,1.0700479,0.010329664,0.68265456,1.1853642
Qwen-1.8B,15,Existential,Mono no Aware (物の哀れ),0,0.8908129,0.17354012,0.6357081,0.8908129
Qwen-1.8B,15,Existential,Mono no Aware (物の哀れ),1,0.53873086,0.111462116,0.33355975,0.56633174
Qwen-1.8B,15,Existential,Mono no Aware (物の哀れ),2,0.19392407,0.021791935,0.082223356,0.24267316
Qwen-1.8B,15,Existential,Mono no Aware (物の哀れ),3,0.21236557,0.014476895,0.06682271,0.22270936
Qwen-1.8B,15,Existential,Mono no Aware (物の哀れ),4,0.13879603,0.012480855,0.063257575,0.14866596
Qwen-1.8B,15,Existential,Mono no Aware (物の哀れ),5,0.12456554,0.0140346885,0.08295047,0.1343692
Qwen-1.8B,15,Existential,Mono no Aware (物の哀れ),6,0.122207046,0.023145556,0.09487021,0.16092503
Qwen-1.8B,15,Existential,Mono no Aware (物の哀れ),7,0.0077061653,0.0008726716,0.0057021976,0.008485436
Qwen-1.8B,15,Existential,Mono no Aware (物の哀れ),8,0.008512855,0.0011079907,0.0066191554,0.010127425
Qwen-1.8B,15,Existential,Mono no Aware (物の哀れ),9,0.010201573,0.001591742,0.008315802,0.012609899
Qwen-1.8B,15,Existential,Mono no Aware (物の哀れ),10,0.012742698,0.0020529032,0.010525465,0.017077684
Qwen-1.8B,15,Existential,Mono no Aware (物の哀れ),11,0.01522553,0.0026459694,0.012255728,0.020373106
Qwen-1.8B,15,Existential,Mono no Aware (物の哀れ),12,0.018288136,0.0035960674,0.014909625,0.026318371
Qwen-1.8B,15,Existential,Mono no Aware (物の哀れ),13,0.022319376,0.004802406,0.019012153,0.032805324
Qwen-1.8B,15,Existential,Mono no Aware (物の哀れ),14,0.03185582,0.006040871,0.02418387,0.044766188
Qwen-1.8B,15,Existential,Mono no Aware (物の哀れ),15,0.046260357,0.00794971,0.03237456,0.061482847
Qwen-1.8B,15,Existential,Mono no Aware (物の哀れ),16,0.081575036,0.011054575,0.04752302,0.10475862
Qwen-1.8B,15,Existential,Mono no Aware (物の哀れ),17,0.10820025,0.014163077,0.060759127,0.13451815
Qwen-1.8B,15,Existential,Mono no Aware (物の哀れ),18,0.16120428,0.019799829,0.1034174,0.1905629
Qwen-1.8B,15,Existential,Mono no Aware (物の哀れ),19,0.23195106,0.027232766,0.14504403,0.24234354
Qwen-1.8B,15,Existential,Mono no Aware (物の哀れ),20,0.25971,0.033337057,0.2510875,0.26268363
Qwen-1.8B,15,Existential,Mono no Aware (物の哀れ),21,0.35276014,0.036499083,0.276083,0.34925908
Qwen-1.8B,15,Existential,Mono no Aware (物の哀れ),22,0.4754097,0.044829905,0.3749724,0.4477964
Qwen-1.8B,15,Existential,Mono no Aware (物の哀れ),23,0.63909006,0.04822576,0.4424309,0.65659523
Qwen-1.8B,15,Existential,Mono no Aware (物の哀れ),24,1.0319568,0.061138093,0.699189,1.15488
Qwen-1.8B,16,Existential,Wabi-Sabi (侘寂),0,0.86163443,0.13028163,0.54613733,0.86163443
Qwen-1.8B,16,Existential,Wabi-Sabi (侘寂),1,0.4048264,0.068225384,0.17854172,0.3835457
Qwen-1.8B,16,Existential,Wabi-Sabi (侘寂),2,0.18782091,0.013282359,0.069681585,0.15006828
Qwen-1.8B,16,Existential,Wabi-Sabi (侘寂),3,0.19734162,0.007175982,0.051672995,0.23436856
Qwen-1.8B,16,Existential,Wabi-Sabi (侘寂),4,0.13071835,0.0069901943,0.04958296,0.18090802
Qwen-1.8B,16,Existential,Wabi-Sabi (侘寂),5,0.10584712,0.0068700314,0.062927246,0.17387223
Qwen-1.8B,16,Existential,Wabi-Sabi (侘寂),6,0.10410023,0.010481715,0.07148576,0.12921768
Qwen-1.8B,16,Existential,Wabi-Sabi (侘寂),7,0.029390097,0.00055861473,0.008773088,0.033849776
Qwen-1.8B,16,Existential,Wabi-Sabi (侘寂),8,0.034314632,0.000672102,0.01050967,0.038504064
Qwen-1.8B,16,Existential,Wabi-Sabi (侘寂),9,0.042221665,0.00086534023,0.015140116,0.052026868
Qwen-1.8B,16,Existential,Wabi-Sabi (侘寂),10,0.05316007,0.0010514259,0.01892519,0.072039485
Qwen-1.8B,16,Existential,Wabi-Sabi (侘寂),11,0.062294662,0.0013715029,0.02022624,0.08201975
Qwen-1.8B,16,Existential,Wabi-Sabi (侘寂),12,0.0753507,0.0016021132,0.024736524,0.10259509
Qwen-1.8B,16,Existential,Wabi-Sabi (侘寂),13,0.08866978,0.0019559264,0.033284366,0.122048914
Qwen-1.8B,16,Existential,Wabi-Sabi (侘寂),14,0.11444658,0.0023463964,0.04257095,0.1528939
Qwen-1.8B,16,Existential,Wabi-Sabi (侘寂),15,0.1422531,0.003303349,0.055948436,0.20032501
Qwen-1.8B,16,Existential,Wabi-Sabi (侘寂),16,0.20932698,0.00453794,0.074229896,0.27106667
Qwen-1.8B,16,Existential,Wabi-Sabi (侘寂),17,0.24739766,0.0056717396,0.09095991,0.30746478
Qwen-1.8B,16,Existential,Wabi-Sabi (侘寂),18,0.31343025,0.0071017146,0.1407584,0.361009
Qwen-1.8B,16,Existential,Wabi-Sabi (侘寂),19,0.3660952,0.009832621,0.19179809,0.38769722
Qwen-1.8B,16,Existential,Wabi-Sabi (侘寂),20,0.3761983,0.010933697,0.3113882,0.39220697
Qwen-1.8B,16,Existential,Wabi-Sabi (侘寂),21,0.42638087,0.010535896,0.33096302,0.43112123
Qwen-1.8B,16,Existential,Wabi-Sabi (侘寂),22,0.50260997,0.01334244,0.44085866,0.49063843
Qwen-1.8B,16,Existential,Wabi-Sabi (侘寂),23,0.7008908,0.012774825,0.48608857,0.6996509
Qwen-1.8B,16,Existential,Wabi-Sabi (侘寂),24,1.0926114,0.018003345,0.737684,1.2108362
Qwen-1.8B,17,Existential,Shoganai (しょうがない),0,0.95738137,0.14284813,0.624984,0.95738137
Qwen-1.8B,17,Existential,Shoganai (しょうがない),1,0.49975026,0.062497318,0.31612515,0.5370174
Qwen-1.8B,17,Existential,Shoganai (しょうがない),2,0.16622776,0.016995668,0.086818695,0.20914125
Qwen-1.8B,17,Existential,Shoganai (しょうがない),3,0.21411902,0.011841178,0.058650434,0.18282127
Qwen-1.8B,17,Existential,Shoganai (しょうがない),4,0.15720183,0.010402441,0.048449755,0.13663995
Qwen-1.8B,17,Existential,Shoganai (しょうがない),5,0.13690078,0.01131916,0.0566864,0.1232211
Qwen-1.8B,17,Existential,Shoganai (しょうがない),6,0.13313264,0.017181933,0.08018905,0.13374215
Qwen-1.8B,17,Existential,Shoganai (しょうがない),7,0.013950288,0.0019728541,0.005590856,0.012156785
Qwen-1.8B,17,Existential,Shoganai (しょうがない),8,0.015421629,0.0022117496,0.006685376,0.0140016675
Qwen-1.8B,17,Existential,Shoganai (しょうがない),9,0.018853486,0.0029378533,0.0088688135,0.017659068
Qwen-1.8B,17,Existential,Shoganai (しょうがない),10,0.02418524,0.0037597418,0.010559261,0.023861647
Qwen-1.8B,17,Existential,Shoganai (しょうがない),11,0.02928543,0.004894793,0.012587011,0.028009295
Qwen-1.8B,17,Existential,Shoganai (しょうがない),12,0.036345363,0.006148696,0.014791071,0.03526157
Qwen-1.8B,17,Existential,Shoganai (しょうがない),13,0.044733524,0.008069694,0.020323873,0.043952107
Qwen-1.8B,17,Existential,Shoganai (しょうがない),14,0.060989857,0.010124385,0.025129974,0.061395645
Qwen-1.8B,17,Existential,Shoganai (しょうがない),15,0.080837786,0.014859319,0.03475982,0.08543301
Qwen-1.8B,17,Existential,Shoganai (しょうがない),16,0.14034969,0.020090342,0.051290274,0.13438475
Qwen-1.8B,17,Existential,Shoganai (しょうがない),17,0.16513902,0.02636695,0.06356126,0.16295367
Qwen-1.8B,17,Existential,Shoganai (しょうがない),18,0.2268951,0.031645596,0.10783881,0.22052425
Qwen-1.8B,17,Existential,Shoganai (しょうがない),19,0.28532416,0.04146415,0.15474468,0.27363026
Qwen-1.8B,17,Existential,Shoganai (しょうがない),20,0.30165142,0.050492167,0.2679962,0.28419602
Qwen-1.8B,17,Existential,Shoganai (しょうがない),21,0.37768078,0.051692426,0.30315572,0.35293335
Qwen-1.8B,17,Existential,Shoganai (しょうがない),22,0.47879583,0.054661572,0.43134743,0.44046068
Qwen-1.8B,17,Existential,Shoganai (しょうがない),23,0.64991957,0.049245298,0.4736815,0.65670407
Qwen-1.8B,17,Existential,Shoganai (しょうがない),24,1.0983806,0.041249514,0.73269415,1.1442493
Qwen-1.8B,18,Existential,Gaman (我慢),0,0.8842344,0.09145594,0.63432825,0.8842344
Qwen-1.8B,18,Existential,Gaman (我慢),1,0.36688012,0.03695208,0.20478994,0.36709213
Qwen-1.8B,18,Existential,Gaman (我慢),2,0.15469062,0.010572016,0.07035899,0.15004474
Qwen-1.8B,18,Existential,Gaman (我慢),3,0.18869424,0.008389294,0.058204055,0.19676691
Qwen-1.8B,18,Existential,Gaman (我慢),4,0.13722295,0.007046938,0.04969865,0.1452558
Qwen-1.8B,18,Existential,Gaman (我慢),5,0.12788033,0.0063745975,0.059899747,0.14478183
Qwen-1.8B,18,Existential,Gaman (我慢),6,0.13138759,0.008990049,0.074502885,0.14677906
Qwen-1.8B,18,Existential,Gaman (我慢),7,0.03460473,0.00047582388,0.005626321,0.024329782
Qwen-1.8B,18,Existential,Gaman (我慢),8,0.040529728,0.0005592108,0.0063785315,0.027163625
Qwen-1.8B,18,Existential,Gaman (我慢),9,0.050750375,0.00076311827,0.009073377,0.034831464
Qwen-1.8B,18,Existential,Gaman (我慢),10,0.062536776,0.001041472,0.011063397,0.047121346
Qwen-1.8B,18,Existential,Gaman (我慢),11,0.07388681,0.0015593767,0.012530088,0.05585867
Qwen-1.8B,18,Existential,Gaman (我慢),12,0.09563309,0.0019407868,0.015593469,0.07087898
Qwen-1.8B,18,Existential,Gaman (我慢),13,0.11408341,0.0024172068,0.02107203,0.0893535
Qwen-1.8B,18,Existential,Gaman (我慢),14,0.14186692,0.0031621456,0.026684761,0.12023395
Qwen-1.8B,18,Existential,Gaman (我慢),15,0.1832366,0.004591167,0.036132157,0.16094738
Qwen-1.8B,18,Existential,Gaman (我慢),16,0.2568136,0.006857276,0.052001715,0.23342246
Qwen-1.8B,18,Existential,Gaman (我慢),17,0.30161715,0.008854032,0.06575346,0.28229874
Qwen-1.8B,18,Existential,Gaman (我慢),18,0.38026774,0.012254357,0.104454756,0.3592133
Qwen-1.8B,18,Existential,Gaman (我慢),19,0.44614822,0.018056035,0.14876205,0.4200588
Qwen-1.8B,18,Existential,Gaman (我慢),20,0.4673491,0.02494824,0.25160342,0.43704838
Qwen-1.8B,18,Existential,Gaman (我慢),21,0.5212934,0.029845297,0.28987116,0.50095856
Qwen-1.8B,18,Existential,Gaman (我慢),22,0.58553547,0.039195478,0.41870904,0.5705004
Qwen-1.8B,18,Existential,Gaman (我慢),23,0.7040175,0.041166544,0.489784,0.73064184
Qwen-1.8B,18,Existential,Gaman (我慢),24,1.0463467,0.04627347,0.73850036,1.1300228
Qwen-1.8B,19,Existential,Kodawari (こだわり),0,0.87080914,0.1707375,0.6439434,0.87080914
Qwen-1.8B,19,Existential,Kodawari (こだわり),1,0.39339882,0.07041234,0.23059642,0.39540625
Qwen-1.8B,19,Existential,Kodawari (こだわり),2,0.17167515,0.024545312,0.074689984,0.17552602
Qwen-1.8B,19,Existential,Kodawari (こだわり),3,0.17344815,0.017265499,0.061046362,0.20743728
Qwen-1.8B,19,Existential,Kodawari (こだわり),4,0.12263119,0.016129732,0.055479586,0.14933807
Qwen-1.8B,19,Existential,Kodawari (こだわり),5,0.11124778,0.017796338,0.06467247,0.14392132
Qwen-1.8B,19,Existential,Kodawari (こだわり),6,0.12654668,0.027474105,0.08030039,0.15553635
Qwen-1.8B,19,Existential,Kodawari (こだわり),7,0.024846315,0.00090664625,0.005877733,0.022375405
Qwen-1.8B,19,Existential,Kodawari (こだわり),8,0.028390884,0.0010146499,0.0064612627,0.024885058
Qwen-1.8B,19,Existential,Kodawari (こだわり),9,0.03571278,0.0014015436,0.00860858,0.032926023
Qwen-1.8B,19,Existential,Kodawari (こだわり),10,0.045855045,0.0017755628,0.010777414,0.046602607
Qwen-1.8B,19,Existential,Kodawari (こだわり),11,0.056908786,0.002231598,0.013914943,0.057293057
Qwen-1.8B,19,Existential,Kodawari (こだわり),12,0.07698202,0.0026798248,0.018849552,0.07540727
Qwen-1.8B,19,Existential,Kodawari (こだわり),13,0.09731066,0.0032401085,0.025959253,0.09776366
Qwen-1.8B,19,Existential,Kodawari (こだわり),14,0.12908757,0.0038887262,0.03306049,0.13123935
Qwen-1.8B,19,Existential,Kodawari (こだわり),15,0.17062926,0.005383253,0.046462238,0.18727171
Qwen-1.8B,19,Existential,Kodawari (こだわり),16,0.24437517,0.0072793365,0.06253266,0.26322907
Qwen-1.8B,19,Existential,Kodawari (こだわり),17,0.29948354,0.009550929,0.082784176,0.31876254
Qwen-1.8B,19,Existential,Kodawari (こだわり),18,0.39749157,0.013279557,0.1282937,0.41230965
Qwen-1.8B,19,Existential,Kodawari (こだわり),19,0.49259377,0.020087779,0.1839186,0.49738818
Qwen-1.8B,19,Existential,Kodawari (こだわり),20,0.5268341,0.029260874,0.2954405,0.5240124
Qwen-1.8B,19,Existential,Kodawari (こだわり),21,0.59843194,0.0360201,0.3473717,0.5973641
Qwen-1.8B,19,Existential,Kodawari (こだわり),22,0.6726794,0.051880598,0.4516784,0.6782328
Qwen-1.8B,19,Existential,Kodawari (こだわり),23,0.7430279,0.0660792,0.5186932,0.7749081
Qwen-1.8B,19,Existential,Kodawari (こだわり),24,0.9739589,0.13223839,0.8407222,1.0647906
Qwen-1.8B,20,Existential,Omotenashi (おもてなし),0,0.8020274,0.12341648,0.64972526,0.8020274
Qwen-1.8B,20,Existential,Omotenashi (おもてなし),1,0.4012515,0.0537225,0.24334258,0.40837562
Qwen-1.8B,20,Existential,Omotenashi (おもてなし),2,0.16306877,0.01530391,0.08338714,0.18734175
Qwen-1.8B,20,Existential,Omotenashi (おもてなし),3,0.17639643,0.012005329,0.06564802,0.16586769
Qwen-1.8B,20,Existential,Omotenashi (おもてなし),4,0.12623447,0.010666788,0.05570692,0.11206359
Qwen-1.8B,20,Existential,Omotenashi (おもてなし),5,0.11815137,0.0111705065,0.06823236,0.11071044
Qwen-1.8B,20,Existential,Omotenashi (おもてなし),6,0.11479533,0.013528585,0.08086598,0.13733727
Qwen-1.8B,20,Existential,Omotenashi (おもてなし),7,0.013763547,0.00046628714,0.0063844323,0.0031829476
Qwen-1.8B,20,Existential,Omotenashi (おもてなし),8,0.0162884,0.0005739331,0.007092476,0.0038791895
Qwen-1.8B,20,Existential,Omotenashi (おもてなし),9,0.020430863,0.00071913004,0.00925833,0.00472641
Qwen-1.8B,20,Existential,Omotenashi (おもてなし),10,0.026491702,0.0008970499,0.011142433,0.0063174963
Qwen-1.8B,20,Existential,Omotenashi (おもてなし),11,0.03250432,0.0011450648,0.013325036,0.00799185
Qwen-1.8B,20,Existential,Omotenashi (おもてなし),12,0.04052931,0.0014774203,0.016631484,0.009834826
Qwen-1.8B,20,Existential,Omotenashi (おもてなし),13,0.050699294,0.0019447803,0.023878515,0.011777282
Qwen-1.8B,20,Existential,Omotenashi (おもてなし),14,0.0670231,0.00256598,0.031823516,0.016403258
Qwen-1.8B,20,Existential,Omotenashi (おもてなし),15,0.09190756,0.0037337542,0.04062307,0.024679124
Qwen-1.8B,20,Existential,Omotenashi (おもてなし),16,0.1515243,0.0052078366,0.06226182,0.044437826
Qwen-1.8B,20,Existential,Omotenashi (おもてなし),17,0.18890113,0.006755471,0.07738513,0.058941305
Qwen-1.8B,20,Existential,Omotenashi (おもてなし),18,0.2617151,0.0091456175,0.11854154,0.094893456
Qwen-1.8B,20,Existential,Omotenashi (おもてなし),19,0.33452803,0.013351262,0.1520446,0.13523066
Qwen-1.8B,20,Existential,Omotenashi (おもてなし),20,0.3518839,0.017885566,0.2537617,0.1628207
Qwen-1.8B,20,Existential,Omotenashi (おもてなし),21,0.430973,0.020116687,0.2796783,0.23429084
Qwen-1.8B,20,Existential,Omotenashi (おもてなし),22,0.52919006,0.024935067,0.39706945,0.33650774
Qwen-1.8B,20,Existential,Omotenashi (おもてなし),23,0.6924337,0.024430156,0.44577074,0.5461055
Qwen-1.8B,20,Existential,Omotenashi (おもてなし),24,0.9971949,0.030811131,0.7184486,1.1378018
